ds,y,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2024-07-15 16:00:00,1865,17,12,754,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-25 10:00:00,1841,11,12,983,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-03 16:00:00,1814,17,12,989,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-10 16:00:00,1678,17,12,884,0,16.6,11.2,1.1,0,0,0,0,0,0,1,1,0,0
2024-07-12 14:00:00,1630,15,12,149,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-01 11:00:00,1526,12,12,840,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-16 09:00:00,1998,10,16,956,0,21.9,12.6,0.8,0,0,0,0,0,1,0,1,0,0
2024-07-15 10:00:00,1859,11,16,875,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-27 12:00:00,1825,13,16,1347,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-15 09:00:00,1770,10,16,644,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-29 13:00:00,1750,14,16,1341,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-15 18:00:00,1657,19,16,564,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-29 16:00:00,1604,17,16,865,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-02 13:00:00,1486,14,16,1107,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-04 14:00:00,1391,15,16,1067,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-09 12:00:00,1379,13,16,1214,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-07 12:00:00,1345,13,16,902,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-14 16:00:00,1263,17,16,735,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-08 12:00:00,1229,13,16,974,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-12 07:00:00,1170,8,16,111,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-03 13:00:00,1116,14,16,829,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
