Day,Date,Hour,Source,Number_of_Bicycles_,Number_of_People,Number_of_Road_Vehicles,FID
Wed,2023/11/08 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,52,110,1421
Thu,2023/11/09 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,2,1261,379,1422
Wed,2023/11/08 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,16,1504,1821,1423
Tue,2023/11/07 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,2,186,711,1424
Thu,2023/11/09 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,30,3671,208,1425
Wed,2023/11/08 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,52,86,1426
Thu,2023/11/09 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,2,38,188,1427
Wed,2023/11/08 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,16,2668,14,1428
Tue,2023/11/07 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,2,125,329,1429
Thu,2023/11/09 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,27,1235,130,1430
Wed,2023/11/08 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,33,83,1431
Thu,2023/11/09 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,2,15,182,1432
Wed,2023/11/08 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,15,932,2018,1433
Tue,2023/11/07 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,2,100,244,1434
Thu,2023/11/09 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,26,388,1634,1435
Wed,2023/11/08 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,0,175,73,1436
Wed,2023/11/08 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,3,72,1437
Wed,2023/11/08 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,112,69,1438
Wed,2023/11/08 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,8,67,1439
Wed,2023/11/08 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,15,65,1440
Wed,2023/11/08 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,16,63,1441
Wed,2023/11/08 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,0,931,59,1442
Wed,2023/11/08 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,194,48,1443
Wed,2023/11/08 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,18,45,1444
Wed,2023/11/08 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,11,44,1445
Wed,2023/11/08 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,0,807,43,1446
Wed,2023/11/08 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,9,43,1447
Wed,2023/11/08 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,72,35,1448
Wed,2023/11/08 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,68,33,1449
Wed,2023/11/08 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,15,32,1450
Wed,2023/11/08 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,33,25,1451
Wed,2023/11/08 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,18,21,1452
Wed,2023/11/08 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,11,21,1453
Wed,2023/11/08 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,15,10,1454
Wed,2023/11/08 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,60,7,1455
Wed,2023/11/08 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,25,4,1456
Wed,2023/11/08 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,3,4,1457
Wed,2023/11/08 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,15,3,1458
Wed,2023/11/08 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,3,2,1459
Wed,2023/11/08 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,45,1,1460
Wed,2023/11/08 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,13,0,1461
Tue,2023/11/07 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,2,77,201,1462
Thu,2023/11/09 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,26,368,162,1463
Tue,2023/11/07 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,2,23,139,1464
Thu,2023/11/09 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,2,254,155,1465
Thu,2023/11/09 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,25,2730,120,1466
Wed,2023/11/08 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,15,1560,147,1467
Tue,2023/11/07 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,2,293,87,1468
Thu,2023/11/09 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,2,9,135,1469
Thu,2023/11/09 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,24,2789,8,1470
Wed,2023/11/08 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,14,541,1096,1471
Tue,2023/11/07 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,2,130,66,1472
Thu,2023/11/09 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,2,530,43,1473
Thu,2023/11/09 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,23,1910,14,1474
Wed,2023/11/08 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,14,586,877,1475
Tue,2023/11/07 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,2,124,28,1476
Thu,2023/11/09 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,2,59,38,1477
Thu,2023/11/09 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,21,3042,189,1478
Wed,2023/11/08 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,14,501,251,1479
Tue,2023/11/07 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,2,64,8,1480
Thu,2023/11/09 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,2,775,29,1481
Thu,2023/11/09 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,21,1038,101,1482
Wed,2023/11/08 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,14,870,204,1483
Tue,2023/11/07 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,2,77,7,1484
Thu,2023/11/09 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,1,315,1044,1485
Thu,2023/11/09 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,19,1182,2187,1486
Wed,2023/11/08 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,14,2262,9,1487
Tue,2023/11/07 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,2,2016,3,1488
Thu,2023/11/09 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,1,424,630,1489
Thu,2023/11/09 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,19,1110,1999,1490
Wed,2023/11/08 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,13,110,514,1491
Tue,2023/11/07 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,1,522,1433,1492
Thu,2023/11/09 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,1,1326,423,1493
Thu,2023/11/09 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,19,569,187,1494
Wed,2023/11/08 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,12,728,2184,1495
Tue,2023/11/07 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,1,384,369,1496
Thu,2023/11/09 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,1,117,340,1497
Wed,2023/11/08 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,12,1001,1881,1498
Thu,2023/11/09 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,18,888,2093,1499
Thu,2023/11/09 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,1,105,209,1500
Tue,2023/11/07 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,1,922,310,1501
Thu,2023/11/09 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,18,234,989,1502
Wed,2023/11/08 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,12,1007,1812,1503
Thu,2023/11/09 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,1,349,201,1504
Tue,2023/11/07 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,1,13,95,1505
Thu,2023/11/09 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,17,362,1056,1506
Wed,2023/11/08 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,12,784,215,1507
Thu,2023/11/09 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,1,257,178,1508
Tue,2023/11/07 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,1,57,89,1509
Thu,2023/11/09 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,16,802,2212,1510
Wed,2023/11/08 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,12,464,191,1511
Thu,2023/11/09 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,1,169,123,1512
Tue,2023/11/07 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,1,742,66,1513
Thu,2023/11/09 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,16,1284,2011,1514
Wed,2023/11/08 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,12,2402,143,1515
Thu,2023/11/09 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,444,116,1516
Tue,2023/11/07 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,1,8,65,1517
Thu,2023/11/09 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,16,696,1996,1518
Wed,2023/11/08 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,12,1154,24,1519
Thu,2023/11/09 00:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,1,754,102,1520
Tue,2023/11/07 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,1,114,54,1521
Thu,2023/11/09 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,15,1661,24,1522
Wed,2023/11/08 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,12,2321,7,1523
Thu,2023/11/09 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,1,342,95,1524
Tue,2023/11/07 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,1,13,50,1525
Thu,2023/11/09 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,15,2675,22,1526
Wed,2023/11/08 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,11,811,2149,1527
Thu,2023/11/09 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,1,223,91,1528
Tue,2023/11/07 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,1,1532,49,1529
Thu,2023/11/09 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,14,506,1565,1530
Wed,2023/11/08 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,11,888,1948,1531
Thu,2023/11/09 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,1,85,85,1532
Tue,2023/11/07 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,1,18,45,1533
Thu,2023/11/09 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,14,106,807,1534
Wed,2023/11/08 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,11,687,1876,1535
Thu,2023/11/09 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,1,267,72,1536
Tue,2023/11/07 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,1,573,13,1537
Thu,2023/11/09 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,13,1074,2323,1538
Wed,2023/11/08 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,11,422,1456,1539
Thu,2023/11/09 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,1,8,63,1540
Tue,2023/11/07 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,186,13,1541
Thu,2023/11/09 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,13,858,1858,1542
Wed,2023/11/08 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,11,588,1345,1543
Thu,2023/11/09 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,1,14,41,1544
Tue,2023/11/07 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,1,124,10,1545
Thu,2023/11/09 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,13,164,701,1546
Wed,2023/11/08 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,10,1286,1921,1547
Thu,2023/11/09 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,1,205,32,1548
Tue,2023/11/07 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,1,21,4,1549
Thu,2023/11/09 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,13,839,278,1550
Wed,2023/11/08 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,10,647,1586,1551
Thu,2023/11/09 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,503,19,1552
Tue,2023/11/07 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,1,24,3,1553
Thu,2023/11/09 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,13,569,5,1554
Wed,2023/11/08 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,10,587,1397,1555
Thu,2023/11/09 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,1,124,15,1556
Tue,2023/11/07 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,1,12,0,1557
Wed,2023/11/08 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,10,274,728,1558
Thu,2023/11/09 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,12,2244,11,1559
Thu,2023/11/09 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,1,305,11,1560
Thu,2023/11/09 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,11,581,1674,1561
Wed,2023/11/08 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,10,403,197,1562
Thu,2023/11/09 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,1,197,7,1563
Thu,2023/11/09 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,11,75,696,1564
Wed,2023/11/08 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,10,1625,182,1565
Thu,2023/11/09 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,1,217,6,1566
Tue,2023/11/07 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,477,485,1567
Thu,2023/11/09 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,11,357,167,1568
Wed,2023/11/08 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,10,3281,137,1569
Thu,2023/11/09 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,1,186,2,1570
Tue,2023/11/07 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,0,100,414,1571
Thu,2023/11/09 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,11,2326,62,1572
Wed,2023/11/08 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,10,2374,136,1573
Thu,2023/11/09 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,1,72,2,1574
Tue,2023/11/07 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,314,268,1575
Thu,2023/11/09 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,10,833,2012,1576
Wed,2023/11/08 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,9,852,1966,1577
Thu,2023/11/09 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,0,812,362,1578
Tue,2023/11/07 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,217,187,1579
Thu,2023/11/09 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,10,2381,218,1580
Wed,2023/11/08 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,9,599,1893,1581
Thu,2023/11/09 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,215,348,1582
Tue,2023/11/07 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,212,165,1583
Thu,2023/11/09 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,10,730,163,1584
Wed,2023/11/08 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,9,385,391,1585
Thu,2023/11/09 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,925,194,1586
Tue,2023/11/07 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,0,82,130,1587
Thu,2023/11/09 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,10,2713,99,1588
Wed,2023/11/08 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,9,529,273,1589
Thu,2023/11/09 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,83,160,1590
Thu,2023/11/09 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,10,2541,14,1591
Wed,2023/11/08 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,9,729,264,1592
Thu,2023/11/09 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,813,155,1593
Wed,2023/11/08 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,9,446,216,1594
Thu,2023/11/09 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,110,137,1595
Thu,2023/11/09 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,0,16,124,1596
Thu,2023/11/09 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,452,118,1597
Thu,2023/11/09 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,71,107,1598
Thu,2023/11/09 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,390,84,1599
Thu,2023/11/09 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,10,81,1600
Sat,2023/11/11 00:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,1,457,35,1601
Sat,2023/11/11 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,4,50,470,1602
Sat,2023/11/11 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,4,455,251,1603
Fri,2023/11/10 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,16,1322,253,1604
Sat,2023/11/11 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,1,83,33,1605
Sat,2023/11/11 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,4,1177,200,1606
Fri,2023/11/10 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,16,2435,13,1607
Sat,2023/11/11 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,1,19,33,1608
Sat,2023/11/11 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,4,13,199,1609
Fri,2023/11/10 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,15,1286,242,1610
Fri,2023/11/10 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,459,487,1611
Sat,2023/11/11 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,1,588,30,1612
Sat,2023/11/11 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,4,545,167,1613
Sat,2023/11/11 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,41,3,1614
Thu,2023/11/09 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,235,79,1615
Fri,2023/11/10 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,5,76,36,1616
Sat,2023/11/11 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,22,1374,1958,1617
Fri,2023/11/10 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,15,2777,44,1618
Fri,2023/11/10 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,14,1414,2268,1619
Fri,2023/11/10 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,14,961,191,1620
Fri,2023/11/10 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,14,1454,8,1621
Fri,2023/11/10 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,13,326,909,1622
Fri,2023/11/10 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,13,651,245,1623
Fri,2023/11/10 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,13,1588,27,1624
Fri,2023/11/10 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,13,2839,11,1625
Fri,2023/11/10 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,13,1790,0,1626
Fri,2023/11/10 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,11,815,2247,1627
Fri,2023/11/10 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,11,796,2167,1628
Fri,2023/11/10 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,11,850,2028,1629
Fri,2023/11/10 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,11,952,1786,1630
Fri,2023/11/10 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,11,419,1041,1631
Fri,2023/11/10 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,11,892,214,1632
Fri,2023/11/10 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,11,873,212,1633
Fri,2023/11/10 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,11,1026,207,1634
Fri,2023/11/10 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,11,172,80,1635
Fri,2023/11/10 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,11,2457,20,1636
Fri,2023/11/10 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,10,504,1430,1637
Fri,2023/11/10 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,10,574,197,1638
Fri,2023/11/10 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,10,557,167,1639
Fri,2023/11/10 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,9,1038,2141,1640
Fri,2023/11/10 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,9,263,1547,1641
Fri,2023/11/10 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,9,81,603,1642
Fri,2023/11/10 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,9,1078,222,1643
Fri,2023/11/10 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,9,461,111,1644
Fri,2023/11/10 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,9,3261,5,1645
Fri,2023/11/10 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,8,991,2254,1646
Fri,2023/11/10 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,8,807,1750,1647
Fri,2023/11/10 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,8,594,1722,1648
Fri,2023/11/10 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,8,1114,550,1649
Fri,2023/11/10 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,8,446,194,1650
Fri,2023/11/10 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,8,899,16,1651
Fri,2023/11/10 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,7,867,1480,1652
Fri,2023/11/10 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,7,103,772,1653
Fri,2023/11/10 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,7,44,453,1654
Fri,2023/11/10 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,6,746,1967,1655
Fri,2023/11/10 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,6,653,1566,1656
Fri,2023/11/10 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,6,528,971,1657
Fri,2023/11/10 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,6,557,9,1658
Fri,2023/11/10 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,5,531,1839,1659
Fri,2023/11/10 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,5,593,1636,1660
Fri,2023/11/10 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,5,515,931,1661
Fri,2023/11/10 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,5,464,711,1662
Fri,2023/11/10 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,5,44,627,1663
Fri,2023/11/10 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,5,637,123,1664
Fri,2023/11/10 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,5,1145,31,1665
Sat,2023/11/11 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,18,3,1666
Sat,2023/11/11 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,1,572,13,1667
Sat,2023/11/11 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,4,514,159,1668
Fri,2023/11/10 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,60,240,1669
Thu,2023/11/09 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,10,73,1670
Fri,2023/11/10 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,4,776,2177,1671
Sat,2023/11/11 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,22,2105,14,1672
Sat,2023/11/11 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,73,2,1673
Sat,2023/11/11 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,673,12,1674
Sat,2023/11/11 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,4,331,131,1675
Fri,2023/11/10 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,4,612,2014,1676
Fri,2023/11/10 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,0,68,180,1677
Fri,2023/11/10 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,4,562,841,1678
