Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles_,FID
Thu,2024/01/25 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,4,76,372,4451
Thu,2024/01/25 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,4,140,66,4452
Thu,2024/01/25 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,3,870,2503,4453
Thu,2024/01/25 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,3,679,1892,4454
Wed,2024/01/24 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,1,429,2,4455
Wed,2024/01/24 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,5,408,1180,4456
Tue,2024/01/23 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,0,305,4,4457
Wed,2024/01/24 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,1,39,1,4458
Wed,2024/01/24 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,13,109,1084,4459
Wed,2024/01/24 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,5,44,351,4460
Tue,2024/01/23 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,0,21,4,4461
Wed,2024/01/24 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,0,58,442,4462
Wed,2024/01/24 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,13,376,375,4463
Wed,2024/01/24 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,5,113,254,4464
Tue,2024/01/23 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,11,4,4465
Wed,2024/01/24 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,625,351,4466
Wed,2024/01/24 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,13,1858,25,4467
Wed,2024/01/24 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,5,252,45,4468
Tue,2024/01/23 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,4,4,4469
Wed,2024/01/24 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,0,231,304,4470
Wed,2024/01/24 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,12,748,2100,4471
Wed,2024/01/24 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,5,450,32,4472
Tue,2024/01/23 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,37,3,4473
Wed,2024/01/24 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,353,245,4474
Wed,2024/01/24 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,12,565,1902,4475
Wed,2024/01/24 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,5,269,23,4476
Tue,2024/01/23 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,40,2,4477
Tue,2024/01/23 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,29,2,4478
Tue,2024/01/23 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,9,2,4479
Tue,2024/01/23 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,4,1,4480
Tue,2024/01/23 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,108,0,4481
Tue,2024/01/23 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,0,58,0,4482
Wed,2024/01/24 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,58,2317,232,4483
Wed,2024/01/24 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,56,2669,237,4484
Wed,2024/01/24 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,50,239,1454,4485
Wed,2024/01/24 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,50,417,984,4486
Wed,2024/01/24 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,49,611,1260,4487
Wed,2024/01/24 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,43,1990,275,4488
Wed,2024/01/24 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,39,1944,288,4489
Wed,2024/01/24 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,37,765,276,4490
Wed,2024/01/24 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,36,2031,223,4491
Wed,2024/01/24 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,35,1755,194,4492
Wed,2024/01/24 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,33,838,1477,4493
Wed,2024/01/24 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,32,772,1272,4494
Wed,2024/01/24 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,32,754,241,4495
Wed,2024/01/24 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,31,138,1074,4496
Wed,2024/01/24 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,29,1163,173,4497
Wed,2024/01/24 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,28,714,216,4498
Wed,2024/01/24 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,28,836,198,4499
Wed,2024/01/24 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,27,330,1064,4500
Wed,2024/01/24 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,27,689,242,4501
Wed,2024/01/24 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,26,905,199,4502
Wed,2024/01/24 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,24,730,1937,4503
Wed,2024/01/24 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,24,275,1081,4504
Wed,2024/01/24 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,23,605,202,4505
Wed,2024/01/24 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,22,995,1788,4506
Wed,2024/01/24 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,22,298,818,4507
Wed,2024/01/24 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,20,2670,14,4508
Wed,2024/01/24 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,19,606,29,4509
Wed,2024/01/24 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,17,856,1844,4510
Wed,2024/01/24 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,17,294,1327,4511
Wed,2024/01/24 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,17,337,969,4512
Wed,2024/01/24 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,17,724,235,4513
Wed,2024/01/24 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,16,1521,50,4514
Wed,2024/01/24 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,16,2076,3,4515
Wed,2024/01/24 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,15,737,2585,4516
Wed,2024/01/24 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,15,637,2093,4517
Wed,2024/01/24 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,15,122,849,4518
Wed,2024/01/24 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,14,146,1333,4519
Wed,2024/01/24 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,14,2227,16,4520
Thu,2024/01/25 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,3,461,1433,4521
Wed,2024/01/24 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,12,716,1804,4522
Wed,2024/01/24 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,4,96,943,4523
Thu,2024/01/25 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,3,56,730,4524
Wed,2024/01/24 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,12,94,372,4525
Wed,2024/01/24 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,23,212,4526
Wed,2024/01/24 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,4,156,873,4527
Thu,2024/01/25 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,3,186,210,4528
Wed,2024/01/24 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,12,362,196,4529
Wed,2024/01/24 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,148,207,4530
Wed,2024/01/24 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,4,13,392,4531
Thu,2024/01/25 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,3,157,125,4532
Wed,2024/01/24 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,12,2864,11,4533
Wed,2024/01/24 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,319,195,4534
Wed,2024/01/24 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,4,1012,382,4535
Thu,2024/01/25 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,3,26,69,4536
Wed,2024/01/24 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,11,817,2324,4537
Wed,2024/01/24 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,11,409,1780,4538
Wed,2024/01/24 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,11,60,1071,4539
Wed,2024/01/24 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,11,265,155,4540
Wed,2024/01/24 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,10,445,1415,4541
Wed,2024/01/24 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,10,371,1340,4542
Wed,2024/01/24 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,9,677,2548,4543
Wed,2024/01/24 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,9,85,1343,4544
Wed,2024/01/24 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,9,1536,55,4545
Wed,2024/01/24 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,8,595,2069,4546
Wed,2024/01/24 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,8,99,1652,4547
Wed,2024/01/24 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,8,78,1139,4548
Wed,2024/01/24 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,8,472,929,4549
Wed,2024/01/24 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,8,335,519,4550
Wed,2024/01/24 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,8,665,299,4551
Wed,2024/01/24 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,8,167,123,4552
Wed,2024/01/24 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,8,813,23,4553
Wed,2024/01/24 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,8,132,14,4554
Wed,2024/01/24 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,7,584,1579,4555
Wed,2024/01/24 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,7,111,1442,4556
Wed,2024/01/24 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,7,408,646,4557
Wed,2024/01/24 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,7,824,420,4558
Wed,2024/01/24 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,7,471,403,4559
Wed,2024/01/24 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,7,1019,380,4560
Wed,2024/01/24 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,7,307,183,4561
Wed,2024/01/24 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,7,433,179,4562
Wed,2024/01/24 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,7,561,34,4563
Wed,2024/01/24 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,6,479,2095,4564
Wed,2024/01/24 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,6,447,1213,4565
Wed,2024/01/24 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,6,63,745,4566
Wed,2024/01/24 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,6,298,579,4567
Wed,2024/01/24 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,6,570,270,4568
Wed,2024/01/24 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,6,297,130,4569
Wed,2024/01/24 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,6,92,101,4570
Wed,2024/01/24 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,6,144,82,4571
Wed,2024/01/24 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,6,842,34,4572
Wed,2024/01/24 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,6,702,18,4573
Wed,2024/01/24 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,5,800,1784,4574
Wed,2024/01/24 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,5,544,1576,4575
Wed,2024/01/24 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,5,317,1481,4576
Thu,2024/01/25 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,299,260,4577
Wed,2024/01/24 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,5,0,4578
Thu,2024/01/25 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,3,196,67,4579
Wed,2024/01/24 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,44,173,4580
Wed,2024/01/24 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,4,835,317,4581
Wed,2024/01/24 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,1,0,4582
Thu,2024/01/25 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,3,235,53,4583
Wed,2024/01/24 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,234,144,4584
Wed,2024/01/24 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,4,194,289,4585
Thu,2024/01/25 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,38,146,1545,4586
Thu,2024/01/25 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,3,1200,41,4587
Wed,2024/01/24 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,40,111,4588
Wed,2024/01/24 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,4,144,255,4589
Thu,2024/01/25 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,36,109,1684,4590
Thu,2024/01/25 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,3,85,32,4591
Wed,2024/01/24 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,163,110,4592
Wed,2024/01/24 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,4,463,166,4593
Thu,2024/01/25 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,35,728,239,4594
Thu,2024/01/25 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,3,64,26,4595
Wed,2024/01/24 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,163,109,4596
Thu,2024/01/25 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,25,151,1506,4597
Wed,2024/01/24 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,4,2322,22,4598
Thu,2024/01/25 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,24,717,323,4599
Thu,2024/01/25 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,3,286,24,4600
Wed,2024/01/24 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,74,94,4601
Thu,2024/01/25 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,24,1281,13,4602
Wed,2024/01/24 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,91,91,4603
Thu,2024/01/25 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,164,240,4604
Thu,2024/01/25 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,3,13,7,4605
Thu,2024/01/25 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,23,333,214,4606
Wed,2024/01/24 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,35,84,4607
Thu,2024/01/25 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,0,26,228,4608
Thu,2024/01/25 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,3,570,3,4609
Thu,2024/01/25 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,22,286,1289,4610
Wed,2024/01/24 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,0,62,73,4611
Thu,2024/01/25 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,0,8,212,4612
Thu,2024/01/25 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,3,1286,1,4613
Thu,2024/01/25 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,22,2381,18,4614
Wed,2024/01/24 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,2,58,4615
Thu,2024/01/25 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,304,210,4616
Thu,2024/01/25 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,2,75,2218,4617
Thu,2024/01/25 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,21,303,1166,4618
Wed,2024/01/24 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,3,55,4619
Thu,2024/01/25 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,42,203,4620
Thu,2024/01/25 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,2,185,2031,4621
Thu,2024/01/25 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,20,780,2013,4622
Wed,2024/01/24 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,14,53,4623
Thu,2024/01/25 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,222,166,4624
Thu,2024/01/25 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,2,340,117,4625
Thu,2024/01/25 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,19,132,1176,4626
Wed,2024/01/24 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,55,50,4627
Thu,2024/01/25 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,27,163,4628
Thu,2024/01/25 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,2,93,97,4629
Thu,2024/01/25 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,19,155,1101,4630
Wed,2024/01/24 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,0,42,46,4631
Thu,2024/01/25 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,5,118,4632
Thu,2024/01/25 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,2,47,94,4633
Thu,2024/01/25 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,19,767,265,4634
Wed,2024/01/24 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,10,45,4635
Thu,2024/01/25 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,0,17,115,4636
Thu,2024/01/25 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,2,11,93,4637
Thu,2024/01/25 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,19,2006,17,4638
Wed,2024/01/24 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,4,45,4639
Thu,2024/01/25 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,33,91,4640
Thu,2024/01/25 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,2,140,81,4641
Thu,2024/01/25 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,19,2808,8,4642
Wed,2024/01/24 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,54,44,4643
Thu,2024/01/25 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,87,84,4644
Thu,2024/01/25 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,2,3,81,4645
Thu,2024/01/25 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,18,234,1587,4646
Wed,2024/01/24 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,1,43,4647
Thu,2024/01/25 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,38,71,4648
Thu,2024/01/25 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,2,443,12,4649
Thu,2024/01/25 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,18,109,1344,4650
Wed,2024/01/24 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,13,42,4651
Thu,2024/01/25 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,2,64,4652
Wed,2024/01/24 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,3,466,1853,4653
Thu,2024/01/25 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,2,49,0,4654
Thu,2024/01/25 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,18,1020,359,4655
Wed,2024/01/24 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,0,52,37,4656
Wed,2024/01/24 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,10,26,4657
Wed,2024/01/24 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,29,22,4658
Wed,2024/01/24 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,1,22,4659
Wed,2024/01/24 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,0,17,21,4660
Wed,2024/01/24 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,0,75,20,4661
Wed,2024/01/24 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,8,19,4662
Wed,2024/01/24 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,16,17,4663
Wed,2024/01/24 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,1,17,4664
Wed,2024/01/24 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,19,14,4665
Wed,2024/01/24 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,13,13,4666
Wed,2024/01/24 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,11,12,4667
Wed,2024/01/24 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,0,183,5,4668
Wed,2024/01/24 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,56,4,4669
Wed,2024/01/24 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,48,3,4670
Wed,2024/01/24 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,7,3,4671
Wed,2024/01/24 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,0,563,1,4672
Wed,2024/01/24 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,177,1,4673
Wed,2024/01/24 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,34,1,4674
Wed,2024/01/24 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,14,1,4675
Wed,2024/01/24 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,0,215,0,4676
Wed,2024/01/24 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,0,118,0,4677
Wed,2024/01/24 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,3,64,518,4678
Thu,2024/01/25 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,17,1040,468,4679
Thu,2024/01/25 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,1,329,1058,4680
Wed,2024/01/24 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,3,14,299,4681
Thu,2024/01/25 00:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,17,531,23,4682
Thu,2024/01/25 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,1,305,387,4683
Wed,2024/01/24 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,3,1421,5,4684
Thu,2024/01/25 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,16,360,250,4685
Thu,2024/01/25 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,1,51,316,4686
Wed,2024/01/24 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,3,76,2,4687
Thu,2024/01/25 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,16,461,196,4688
Thu,2024/01/25 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,1,148,293,4689
Wed,2024/01/24 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,3,82,1,4690
Thu,2024/01/25 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,16,2314,13,4691
Thu,2024/01/25 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,1,11,196,4692
Wed,2024/01/24 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,2,557,1712,4693
Thu,2024/01/25 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,16,138,12,4694
Thu,2024/01/25 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,1,64,185,4695
Wed,2024/01/24 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,2,325,882,4696
Thu,2024/01/25 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,15,761,2030,4697
Thu,2024/01/25 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,1,152,131,4698
Wed,2024/01/24 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,2,368,634,4699
Thu,2024/01/25 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,15,86,1871,4700
Thu,2024/01/25 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,1,11,121,4701
Wed,2024/01/24 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,2,1197,440,4702
Thu,2024/01/25 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,15,284,273,4703
Thu,2024/01/25 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,1,10,76,4704
Wed,2024/01/24 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,2,16,437,4705
Thu,2024/01/25 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,15,774,245,4706
Thu,2024/01/25 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,1,51,36,4707
Wed,2024/01/24 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,2,1103,387,4708
